,True_index,predictions
159,1981,7051.404296875
160,1984,5572.87646484375
161,1997,11753.9873046875
162,2024,9455.7158203125
163,2032,9206.9609375
164,2036,13636.390625
165,2051,3910.193115234375
166,2082,5233.60009765625
167,2096,6250.5400390625
168,2107,5590.728515625
169,2115,6104.04443359375
170,2117,3594.19140625
171,2137,2713.490478515625
172,2156,7617.31640625
173,2186,8398.9580078125
174,2188,8035.5791015625
175,2204,8401.9169921875
176,2217,5838.046875
177,2224,5045.93505859375
178,2228,10369.2041015625
179,2233,11429.2275390625
180,2246,3338.687255859375
181,2254,11725.455078125
182,2275,7755.76708984375
183,2281,6590.1142578125
184,2287,11097.0654296875
185,2300,8544.6552734375
186,2305,9331.23046875
187,2306,5432.642578125
188,2313,3712.057373046875
189,2315,5636.2880859375
190,2320,3893.3759765625
191,2322,5274.1162109375
192,2324,4501.17626953125
193,2328,9534.998046875
194,2335,5879.90625
195,2340,3083.32861328125
196,2381,6471.61474609375
197,2383,5473.09375
198,2408,3850.0126953125
199,2422,6067.24658203125
200,2424,4271.53466796875
201,2428,4498.380859375
202,2435,5300.05322265625
203,2456,7384.5341796875
204,2474,4825.9150390625
205,2493,5151.52490234375
206,2495,7653.73291015625
207,2511,2760.40234375
208,2519,3470.44873046875
209,2522,7721.10205078125
210,2526,6138.1376953125
211,2527,12258.6552734375
212,2539,7528.4267578125
213,2550,8389.1494140625
214,2572,7443.802734375
215,2573,6274.3671875
216,2576,8832.0615234375
217,2579,4317.80078125
218,2580,5384.72265625
219,2594,5254.8125
220,2600,8903.998046875
221,2602,10861.0673828125
222,2651,6988.7001953125
223,2669,6648.76513671875
224,2686,9714.26953125
225,2694,6111.1474609375
226,2699,6229.865234375
227,2700,4778.39208984375
228,2747,7194.02197265625
229,2759,7132.18310546875
230,2763,6957.71875
231,2812,12065.4462890625
232,2815,6164.64990234375
233,2829,6689.5595703125
234,2830,8772.685546875
235,2852,5694.7998046875
236,2855,8265.4951171875
237,2870,8909.4072265625
238,2881,6046.89794921875
239,2884,3559.4716796875
240,2887,7502.62255859375
241,2890,9187.5673828125
242,2897,14802.6396484375
243,2909,4012.400390625
244,2917,9830.896484375
245,2929,3762.68359375
246,2937,6153.81298828125
247,2962,7612.2705078125
248,2985,7239.7822265625
249,2997,8213.8984375
250,3007,4158.58349609375
251,3015,6965.22607421875
252,3020,3714.412109375
253,3030,6468.0947265625
254,3035,6030.64306640625
255,3048,6819.5390625
256,3075,7254.005859375
257,3079,6891.1640625
258,3087,5155.34423828125
259,3091,9360.7578125
260,3103,6757.580078125
261,3107,4979.171875
262,3126,8536.232421875
263,3127,13686.23046875
264,3131,6081.34765625
265,3142,7850.7744140625
266,3146,6750.56396484375
267,3157,7042.693359375
268,3162,6745.3564453125
269,3165,7811.70703125
270,3172,6973.548828125
271,3175,5044.078125
272,3179,5327.99658203125
273,3188,7932.26416015625
274,3200,5533.21728515625
275,3209,4474.11865234375
276,3231,11235.0986328125
277,3235,4649.01416015625
278,3238,6933.2041015625
279,3276,8105.05859375
280,3286,4812.8017578125
281,3328,10434.1376953125
282,3340,7844.23486328125
283,3351,5414.12060546875
284,3357,7735.27490234375
285,3364,5059.3720703125
286,3374,6828.232421875
287,3402,8634.2431640625
288,3420,8155.62890625
289,3434,6069.5009765625
290,3436,4614.1044921875
291,3442,8229.1708984375
292,3448,6081.462890625
293,3456,4490.82080078125
294,3467,4775.232421875
295,3473,4906.38525390625
296,3486,7177.32958984375
297,3496,4307.88525390625
298,3509,6402.79296875
299,3517,6399.97314453125
300,3519,8311.5302734375
301,3521,4952.830078125
302,3534,1812.5189208984375
303,3539,3324.7294921875
304,3551,11234.732421875
305,3556,3636.82470703125
306,3559,10203.4755859375
307,3573,7231.15771484375
308,3600,8062.3349609375
309,3602,2338.039794921875
310,3617,4499.6240234375
311,3635,8483.4521484375
312,3641,8232.5537109375
313,3648,7912.87841796875
314,3707,6946.00634765625
315,3708,4069.81103515625
316,3716,6911.69873046875
317,3738,8904.982421875
318,3744,7486.00390625
319,3746,7656.6650390625
320,3749,11212.0595703125
321,3777,4579.65625
322,3794,10981.615234375
323,3804,4368.54052734375
324,3813,22558.099609375
325,3828,5497.09375
326,3840,9040.576171875
327,3843,5780.83984375
328,3856,8647.8349609375
329,3864,5356.015625
330,3865,3987.836669921875
331,3891,5122.4013671875
332,3893,5449.24365234375
333,3896,5274.11669921875
334,3910,6186.2470703125
335,3920,6537.57470703125
336,3922,6111.87353515625
337,3932,3448.968505859375
338,3941,4235.82373046875
339,3946,3986.457275390625
340,3966,4483.87646484375
341,3975,7830.82080078125
342,3986,4255.84619140625
343,3989,23267.673828125
344,3993,5789.64208984375
345,3996,3918.140869140625
346,4016,28602.224609375
347,4020,6836.42626953125
348,4031,7654.703125
349,4040,8499.345703125
350,4052,5030.2626953125
351,4071,10274.8515625
352,4104,6282.48388671875
353,4110,2870.340576171875
354,4122,8917.49609375
355,4127,8493.7109375
356,4129,7447.7119140625
357,4162,3476.009033203125
358,4180,4469.19873046875
359,4181,7272.58203125
360,4190,4063.73681640625
361,4196,3495.685302734375
362,4215,4168.8564453125
363,4240,4237.94677734375
364,4258,4709.88720703125
365,4264,4804.98681640625
366,4268,8000.1845703125
367,4269,7638.392578125
368,4286,7425.6162109375
369,4300,8329.4853515625
370,4320,11102.80859375
371,4323,6704.57666015625
372,4327,11921.9296875
373,4339,4891.12158203125
374,4354,5595.42041015625
375,4366,4002.64990234375
376,4371,6088.20263671875
377,4388,7150.93115234375
378,4422,6883.48681640625
379,4434,7010.66650390625
380,4436,9212.5029296875
381,4452,10265.0048828125
382,4474,5905.1943359375
383,4482,3881.418701171875
384,4521,8649.150390625
385,4552,3635.483154296875
386,4555,8047.078125
387,4556,5576.90185546875
388,4560,7292.2265625
389,4577,7121.70068359375
390,4586,3693.190185546875
391,4589,5638.74853515625
392,4620,6353.48046875
393,4642,6030.69677734375
394,4654,5897.740234375
395,4674,10113.759765625
396,4684,3476.485595703125
397,4710,7987.29443359375
398,4711,6520.70751953125
399,4717,5902.06005859375
400,4736,4482.087890625
401,4745,5978.498046875
402,4747,7055.2685546875
403,4767,5152.150390625
404,4774,9037.96875
405,4790,4771.05615234375
406,4792,7781.85888671875
407,4796,9246.1201171875
408,4799,10517.5576171875
409,4819,6288.51806640625
410,4828,6504.77880859375
411,4840,4711.0078125
412,4844,6895.068359375
413,4851,5389.77685546875
414,4894,4456.30078125
415,4919,8857.8505859375
416,4933,4501.92578125
417,4977,7151.51953125
418,4987,10250.26171875
419,4994,6622.01953125
420,5005,4342.60986328125
421,5007,5574.9423828125
422,5009,5214.08251953125
423,5016,5803.197265625
424,5032,5481.828125
425,5049,11426.8740234375
426,5052,12347.453125
427,5053,7081.630859375
428,5087,5307.70947265625
429,5101,9770.1494140625
430,5171,5738.14453125
431,5178,3625.18701171875
432,5189,12503.6533203125
433,5196,3339.414794921875
434,5205,5000.4287109375
435,5210,9778.34375
436,5211,8142.25390625
437,5234,2564.73583984375
438,5238,8868.955078125
439,5242,8852.52734375
440,5253,6254.4794921875
441,5262,3843.32470703125
442,5318,7869.66552734375
443,5334,7073.83544921875
444,5366,4446.810546875
445,5384,5293.99462890625
446,5397,3887.997802734375
447,5399,7931.8828125
448,5419,7761.16845703125
449,5431,6089.60791015625
450,5432,7369.7490234375
451,5435,6144.3154296875
452,5437,6723.99755859375
453,5481,4479.77099609375
454,5482,10252.818359375
455,5485,8056.61328125
456,5497,4385.77685546875
457,5502,5915.498046875
458,5513,7267.71533203125
459,5517,4442.66796875
460,5533,5046.37744140625
461,5535,2050.31689453125
462,5539,4492.38427734375
463,5574,8698.1826171875
464,5593,7601.6064453125
465,5607,3987.408935546875
466,5647,8460.7861328125
467,5662,11815.4189453125
468,5669,3738.748291015625
469,5692,5916.033203125
470,5713,8507.884765625
471,5720,6602.29541015625
472,5726,5335.62158203125
473,5735,8327.7021484375
474,5758,4123.85595703125
475,5765,3889.032470703125
476,5793,10172.455078125
477,5798,2027.8917236328125
478,5822,9249.9208984375
479,5824,6495.3642578125
480,5826,7156.04052734375
481,5829,8649.99609375
482,5835,5990.09375
483,5853,5225.603515625
484,5875,3423.728271484375
485,5879,9244.447265625
486,5883,5949.09326171875
487,5890,5142.9404296875
488,5914,7543.6015625
489,5921,5760.32763671875
490,5922,5343.81787109375
491,5935,4190.15869140625
492,5944,6517.31884765625
493,5977,7777.7548828125
494,5988,10094.943359375
495,5994,8151.197265625
496,6009,4587.31689453125
497,6019,14181.9052734375
498,6045,8259.037109375
499,6056,7380.3212890625
500,6073,5633.3095703125
501,6088,4515.763671875
502,6094,7612.49755859375
503,6104,17120.748046875
504,6125,8929.59375
505,6166,4575.224609375
506,6171,4405.66552734375
507,6172,7554.88671875
508,6185,5647.701171875
509,6191,4910.85888671875
510,6196,8817.568359375
511,6218,11606.6982421875
512,6221,7654.802734375
513,6233,5128.2158203125
514,6248,10664.8349609375
515,6253,3415.818603515625
516,6273,4465.8115234375
517,6280,2328.008056640625
518,6287,6156.85107421875
519,6315,8644.76171875
520,6323,6316.46337890625
521,6333,3987.6376953125
522,6334,5817.724609375
523,6369,2703.45947265625
524,6382,7497.38818359375
525,6383,6137.546875
526,6407,8831.6201171875
527,6408,7616.98486328125
528,6419,5816.6376953125
529,6428,4204.99560546875
530,6434,7305.64453125
531,6448,8816.677734375
532,6451,4769.42138671875
533,6458,10730.0498046875
534,6470,8011.68212890625
535,6480,4758.84765625
536,6482,4283.09375
537,6486,7184.3828125
538,6507,5176.0830078125
539,6527,4335.97412109375
540,6529,6318.4560546875
541,6540,7925.3759765625
542,6550,9989.162109375
543,6552,4773.17236328125
544,6553,7445.88037109375
545,6555,4294.0146484375
546,6588,16898.923828125
547,6607,7231.33203125
548,6612,3577.244140625
549,6634,6620.9208984375
550,6652,2901.55224609375
551,6655,8643.798828125
552,6681,6898.44970703125
553,6691,6001.423828125
554,6707,4068.710205078125
555,6710,7543.669921875
556,6714,3244.668212890625
557,6720,4034.157958984375
558,6731,15025.40625
559,6768,9324.921875
560,6778,6277.68115234375
561,6791,5527.56689453125
562,6829,9442.8828125
563,6849,4120.11865234375
564,6858,8690.41015625
565,6863,4945.8310546875
566,6890,5247.43310546875
567,6918,5996.30322265625
568,6920,2554.22705078125
569,6923,6970.21875
570,6946,4851.00732421875
571,6947,2969.430419921875
572,6992,5501.68017578125
573,7005,8142.9921875
574,7007,5532.77783203125
575,7027,10981.6171875
576,7035,6632.31494140625
577,7055,4676.48681640625
578,7056,3741.58203125
579,7095,10073.451171875
580,7113,5062.5107421875
581,7126,6550.98583984375
582,7127,3001.576904296875
583,7138,30466.78125
584,7139,13393.4130859375
585,7162,8302.5556640625
586,7166,7438.8466796875
587,7169,8186.91552734375
588,7181,4421.34130859375
589,7190,10306.537109375
590,7200,5745.474609375
591,7232,5629.04296875
592,7259,9793.3466796875
593,7263,6854.57861328125
594,7266,5014.94580078125
595,7267,6551.369140625
596,7299,6368.04345703125
597,7301,5428.32763671875
598,7302,5955.798828125
599,7307,7676.2978515625
600,7309,6861.32958984375
601,7323,8336.458984375
602,7325,8444.6513671875
603,7334,5938.7119140625
604,7342,6243.57421875
605,7362,9128.638671875
606,7399,18245.955078125
607,7420,7180.5185546875
608,7428,5953.71875
609,7434,6627.01318359375
610,7450,7036.0263671875
611,7451,7868.68603515625
612,7492,6434.328125
613,7507,18675.087890625
614,7518,3169.494873046875
615,7521,5415.01171875
616,7526,6003.02001953125
617,7557,9632.1259765625
618,7560,9750.638671875
619,7573,5937.92919921875
620,7576,4790.72607421875
621,7594,12593.806640625
622,7601,7167.23095703125
623,7634,8554.1826171875
624,7668,4635.41015625
625,7682,9046.671875
626,7711,7503.947265625
627,7713,10007.884765625
628,7719,7070.38916015625
629,7720,7648.912109375
630,7732,13946.0849609375
631,7734,5943.80224609375
632,7742,6175.41845703125
633,7753,4828.93359375
634,7779,10892.73828125
635,7793,12498.7900390625
636,7797,7843.2021484375
637,7812,3127.333251953125
638,7824,17188.140625
639,7835,3599.796142578125
640,7855,8987.3583984375
641,7862,10337.1689453125
642,7884,9339.2919921875
643,7904,1783.168701171875
644,7913,6011.78125
645,7920,8250.9287109375
646,7936,4887.68212890625
647,7958,4496.046875
648,7979,6945.548828125
649,7986,4071.518798828125
650,7987,5732.40087890625
651,8006,6117.6845703125
652,8015,7112.52685546875
653,8017,7158.67626953125
654,8037,3863.2568359375
655,8064,6047.80615234375
656,8073,5404.1884765625
657,8083,4064.801513671875
658,8090,1743.7481689453125
659,8094,6970.0908203125
660,8113,4234.12451171875
661,8114,3989.627685546875
662,8123,3736.130859375
663,8161,8006.79150390625
664,8167,4840.5673828125
665,8181,6815.22705078125
666,8195,4999.50244140625
667,8207,6186.67626953125
668,8215,8272.31640625
669,8223,5383.15234375
670,8252,7916.56396484375
671,8287,4601.26025390625
672,8309,5525.4921875
673,8312,7160.10546875
674,8319,4549.091796875
675,8327,6386.6474609375
676,8378,5481.54931640625
677,8385,4590.912109375
678,8387,9552.9521484375
679,8400,3635.811767578125
680,8402,5452.72265625
681,8403,7248.158203125
682,8438,5976.49072265625
683,8439,12821.3564453125
684,8464,5730.8212890625
685,8503,5928.9638671875
686,8504,7564.3603515625
687,8517,4756.91455078125
688,8522,11645.17578125
689,8525,5882.29833984375
690,8544,10204.517578125
691,8557,9883.9365234375
692,8570,5616.93505859375
693,8583,5829.98876953125
694,8590,5571.5556640625
695,8592,4475.3837890625
696,8609,5171.5693359375
697,8613,7959.54736328125
698,8621,6647.5859375
699,8626,4586.28662109375
700,8627,6000.4560546875
701,8637,2793.7548828125
702,8643,10630.146484375
703,8654,6677.5537109375
704,8668,5725.359375
705,8713,6645.21435546875
706,8729,5604.09375
707,8732,6288.37353515625
708,8748,3711.19189453125
709,8758,7220.5283203125
710,8764,5409.38623046875
711,8772,5231.45166015625
712,8776,17659.09765625
713,8783,6379.658203125
714,8805,12658.423828125
715,8817,4242.9794921875
716,8820,5438.63232421875
717,8838,9333.0732421875
718,8869,4500.146484375
719,8871,7787.58935546875
720,8879,8745.7080078125
721,8888,3800.14892578125
722,8897,7974.685546875
723,8907,6182.04931640625
724,8910,16792.3984375
725,8944,4409.97509765625
726,8953,3742.486328125
727,8989,5167.23974609375
728,8990,4514.05126953125
729,8994,6335.6123046875
730,9020,9241.50390625
731,9023,4517.26123046875
732,9024,3600.702880859375
733,9047,7738.80126953125
734,9050,11084.86328125
735,9055,8003.34326171875
736,9064,9404.994140625
737,9084,8320.40625
738,9089,13107.48046875
739,9103,6730.19580078125
740,9111,6263.24853515625
741,9112,14019.572265625
742,9144,4710.10791015625
743,9145,5457.31884765625
744,9147,11291.9755859375
745,9190,5023.43994140625
746,9199,10503.1181640625
747,9201,5546.8408203125
748,9207,5928.224609375
749,9220,7470.4658203125
750,9236,7969.94775390625
751,9252,8286.0234375
752,9286,5981.65234375
753,9316,4426.8251953125
754,9319,2569.260009765625
755,9325,7937.62890625
756,9341,6586.09423828125
757,9348,7249.818359375
758,9383,11258.673828125
759,9395,11477.458984375
760,9408,15505.998046875
761,9410,6259.28271484375
762,9423,5683.75
763,9476,6092.1513671875
764,9482,4038.602294921875
765,9489,11297.7216796875
766,9506,4686.150390625
767,9512,5984.7607421875
768,9522,7262.45654296875
769,9566,6071.697265625
770,9580,3755.06005859375
771,9592,4115.35498046875
772,9601,9509.892578125
773,9607,11285.1943359375
774,9619,11086.28515625
775,9627,12122.8623046875
776,9628,9106.6396484375
777,9638,4378.177734375
778,9641,5409.05224609375
779,9652,7902.26904296875
780,9653,4265.75439453125
781,9658,7406.47509765625
782,9694,7892.453125
783,9705,5492.50732421875
784,9740,4587.68701171875
785,9750,9008.830078125
786,9767,10588.591796875
787,9784,6709.26806640625
788,9785,4568.90283203125
789,9787,5262.13232421875
790,9791,4749.62255859375
791,9802,10388.28515625
792,9809,8013.8720703125
793,9811,6124.40283203125
794,9824,5125.50830078125
795,9826,5409.04296875
796,9835,8261.2783203125
797,9857,11035.0556640625
798,9859,5687.97607421875
799,9881,6960.19091796875
800,9886,4873.39990234375
801,9897,5575.84423828125
802,9909,6658.33447265625
803,9910,5778.00244140625
804,9931,6194.56005859375
805,9937,8402.2763671875
806,9939,6362.486328125
807,9940,3980.029052734375
808,9949,7704.13720703125
809,9972,7383.05615234375
810,9985,8255.1943359375
811,9991,6469.00732421875
812,10006,4647.10205078125
813,10016,7841.81396484375
814,10039,6332.126953125
815,10046,7804.4990234375
816,10048,3670.244873046875
817,10052,4373.4150390625
818,10075,4578.70654296875
819,10105,9316.361328125
820,10113,4479.98291015625
821,10118,5253.068359375
822,10135,7084.86376953125
823,10147,10259.2373046875
824,10151,6481.30615234375
825,10153,4498.55419921875
826,10167,3889.102294921875
827,10177,4594.70751953125
828,10208,5773.841796875
829,10268,5926.04443359375
830,10296,2065.440185546875
831,10309,2091.324462890625
832,10344,6311.927734375
833,10349,6671.1416015625
834,10351,8774.416015625
835,10353,9491.2607421875
836,10363,2337.774169921875
837,10369,10793.5107421875
838,10373,7769.84130859375
839,10378,6764.63525390625
840,10388,7509.884765625
841,10391,10325.2900390625
842,10393,4207.7099609375
843,10438,11384.2578125
844,10440,17180.884765625
845,10442,8127.16015625
846,10465,6442.18115234375
847,10502,7611.3203125
848,10513,5382.34326171875
849,10526,2933.683349609375
850,10534,4823.88330078125
851,10560,7152.61865234375
852,10568,11258.2578125
853,10571,6360.56396484375
854,10577,4666.30908203125
855,10594,6395.396484375
856,10603,3079.0205078125
857,10618,3114.759033203125
858,10625,6244.0009765625
859,10635,5258.099609375
860,10641,11774.84765625
861,10642,5916.525390625
862,10644,8564.4541015625
863,10653,7456.73095703125
864,10657,6255.8251953125
865,10658,4542.30517578125
866,10667,5883.52783203125
867,10677,3704.2578125
868,10687,5383.41650390625
869,10700,14139.3125
870,10703,8325.6455078125
871,10713,5833.60546875
872,10720,5300.625
873,10744,5488.92578125
874,10761,9202.6357421875
875,10770,5839.96435546875
876,10776,4327.90625
877,10778,8339.109375
878,10810,4629.23388671875
879,10811,2692.83642578125
880,10812,6371.87890625
881,10831,3187.801513671875
882,10832,3881.801513671875
883,10835,9840.3515625
884,10848,8113.17578125
885,10851,4556.615234375
886,10871,4785.17529296875
887,10872,11624.2685546875
888,10876,7442.62060546875
889,10879,3493.7939453125
890,10890,7001.7021484375
891,10892,5248.40966796875
892,10917,2917.024169921875
893,10937,6898.5966796875
894,10940,6837.1298828125
895,10948,8922.005859375
896,10953,8746.21875
897,10977,5377.818359375
898,10981,6836.365234375
899,10988,5601.38037109375
900,11012,12414.041015625
901,11016,11276.845703125
902,11022,6672.7900390625
903,11037,8631.892578125
904,11050,8070.37548828125
905,11059,7641.8046875
906,11061,4795.80712890625
907,11066,6459.12353515625
908,11078,12153.0693359375
909,11081,14246.11328125
910,11084,8345.5107421875
911,11085,6919.37939453125
912,11089,2292.80419921875
913,11090,4740.7451171875
914,11092,7158.97607421875
915,11094,5383.44775390625
916,11124,5492.84521484375
917,11133,8221.931640625
918,11141,10427.2666015625
919,11171,5012.72900390625
920,11195,8374.8203125
921,11196,5336.384765625
922,11248,5875.71484375
923,11256,6899.3369140625
924,11258,6836.82666015625
925,11283,6668.7353515625
926,11287,7366.703125
927,11308,7264.673828125
928,11316,8633.8212890625
929,11381,5747.224609375
930,11407,5049.5615234375
931,11440,9709.3095703125
932,11443,7207.0341796875
933,11464,4393.31884765625
934,11485,4832.4990234375
935,11491,9983.0234375
936,11501,9400.0322265625
937,11510,6942.6474609375
938,11520,4737.705078125
939,11542,2261.54248046875
940,11550,10806.4140625
941,11553,11098.966796875
942,11554,4334.08642578125
943,11587,12149.2275390625
944,11594,4325.90087890625
945,11624,13718.4072265625
946,11628,3119.967529296875
947,11641,5220.7822265625
948,11645,5389.36376953125
949,11650,3884.724853515625
950,11673,13878.2470703125
951,11678,8453.732421875
952,11722,2913.201171875
953,11724,6157.634765625
954,11727,10625.3564453125
955,11728,4314.673828125
956,11729,6238.67919921875
957,11741,5287.88720703125
958,11765,9508.45703125
959,11770,6246.1328125
960,11774,4246.31640625
961,11781,11659.0673828125
962,11788,4378.01220703125
963,11805,4599.93701171875
964,11813,6992.33251953125
965,11838,13753.8876953125
966,11845,7169.1826171875
967,11863,7713.07470703125
968,11874,5751.78271484375
969,11878,3965.2421875
970,11899,4235.66796875
971,11905,8717.091796875
972,11949,3839.36279296875
973,11955,6809.0205078125
974,11961,9100.328125
975,11999,4385.94873046875
976,12007,5254.0380859375
977,12031,19471.6640625
978,12034,5577.1845703125
979,12060,4333.71826171875
980,12069,7392.267578125
981,12071,10080.6142578125
982,12081,6142.5615234375
983,12084,7592.63427734375
984,12093,8285.68359375
985,12104,2594.4267578125
986,12107,2917.5869140625
987,12114,6884.17041015625
988,12122,5547.20556640625
989,12124,12441.638671875
990,12135,7361.8974609375
991,12160,4232.583984375
992,12185,9029.677734375
993,12199,5464.65185546875
994,12202,6903.80419921875
995,12210,6902.27001953125
996,12219,4817.498046875
997,12226,3688.34814453125
998,12238,7570.10302734375
999,12243,3365.640869140625
1000,12263,6122.6201171875
1001,12264,9328.087890625
1002,12272,5178.23681640625
1003,12275,3029.644287109375
1004,12281,5717.0166015625
1005,12285,4662.6630859375
1006,12291,3952.98974609375
1007,12301,5912.32958984375
1008,12305,4743.16162109375
1009,12306,9727.6591796875
1010,12312,6200.732421875
1011,12313,7287.3515625
1012,12325,8513.775390625
1013,12332,6832.7216796875
1014,12338,3790.377685546875
1015,12340,7660.556640625
1016,12352,9717.890625
1017,12358,10397.2099609375
1018,12374,9373.4599609375
1019,12414,5920.26220703125
1020,12417,6377.53564453125
1021,12426,5060.50634765625
1022,12448,5929.45068359375
1023,12455,4775.154296875
1024,12464,7309.4609375
1025,12484,10633.5517578125
1026,12489,5330.59912109375
1027,12491,7555.77734375
1028,12496,4823.68798828125
1029,12501,7299.3818359375
1030,12507,7584.14501953125
1031,12516,7811.61376953125
1032,12528,4649.70751953125
1033,12532,4611.8193359375
1034,12540,7439.70458984375
1035,12546,8744.3876953125
1036,12549,8502.5751953125
1037,12553,5074.6845703125
1038,12583,9119.888671875
1039,12586,5763.01220703125
1040,12606,5281.08056640625
1041,12622,5614.8681640625
1042,12625,10634.8291015625
1043,12703,12213.9833984375
1044,12751,6575.3798828125
1045,12756,5369.52587890625
1046,12775,6109.18896484375
1047,12797,4538.75537109375
1048,12810,3598.596923828125
1049,12811,4272.6279296875
1050,12814,4463.71240234375
1051,12846,5438.8740234375
1052,12849,3930.71728515625
1053,12854,5199.80712890625
1054,12869,9550.8818359375
1055,12879,6182.4521484375
1056,12885,10866.4375
1057,12890,7006.82958984375
1058,12897,4581.41259765625
1059,12901,7145.978515625
1060,12904,6453.6396484375
1061,12928,4354.79541015625
1062,12954,6121.36279296875
1063,12963,5070.5703125
1064,12964,8151.13525390625
1065,12994,4539.65185546875
1066,12999,5418.66796875
1067,13003,3662.216796875
1068,13038,5788.1044921875
1069,13046,6881.98681640625
1070,13091,7245.90234375
1071,13103,8799.3486328125
1072,13108,15965.078125
1073,13110,5412.11279296875
1074,13117,26872.076171875
1075,13141,13303.091796875
1076,13149,7304.62646484375
1077,13168,10933.7138671875
1078,13188,7623.5361328125
1079,13193,2611.111083984375
1080,13197,8130.5029296875
1081,13201,4313.07666015625
1082,13233,3790.971923828125
1083,13240,8255.03125
1084,13258,5838.400390625
1085,13265,6791.99462890625
1086,13280,2909.208251953125
1087,13291,13116.359375
1088,13292,6878.5849609375
1089,13294,11055.60546875
1090,13346,2170.6181640625
1091,13353,11191.8994140625
1092,13374,7087.8583984375
1093,13386,3951.77294921875
1094,13414,3730.80712890625
1095,13431,5428.2841796875
1096,13454,5301.4296875
1097,13458,3079.0234375
1098,13485,11200.7451171875
1099,13486,9956.4111328125
1100,13517,6529.2900390625
1101,13521,12557.892578125
1102,13535,9071.3759765625
1103,13536,10784.4306640625
1104,13541,10154.09765625
1105,13542,4221.177734375
